content,sentiment
课程很好受益匪浅,1
对于有一定基础的人来说，干货多一点会更好,1
课程很简单易懂，但是因为我是大一并且C课程才上刚开始的时候有很多算法无法实现，所以时间来不及。希望在7月份能够继续学习。,1
朱老师讲的我容易走神，可能是信息密度太高了,0
非常好，使我的知识更上一层楼,1
得到很多知识，感谢老师的讲解,1
课程很好，老师讲的很清楚，语言生动。,1
从课程安排上可以看出李治军老师对操作系统的理解很深，教学安排循循善诱，对于重要的知识点多次强调重复。图文结合，通俗易懂，非常不错的课程。,1
例子中7的哈夫曼编码应该是1110才对吧？而且哈夫曼树怎么构造的也没讲清楚，课本的描述再重复，什么细节都没有，无语。,0
非常实用，值得拥有,1
教学内容丰富有效，教学过程中尊重学生，有时还有些洋幽默，很受同学欢迎,1
非常喜欢陈越老师,1
我觉得程序，主要还是实践，例子多一点，事半功倍。如北大郭炜老师的课,1
网站反应还是有点慢,0
很nice，学到的东西很多,1
太好了，学到很多有用的东西,1
告诉我们数据结构是干什么呢？然后实现数据结构所用的算法用什么样的规则来实现介绍了很多实现算法的原理很nice。,1
老师讲的很好，简单易懂，清晰明了，很适合喜欢计算机的同学学习，推荐,1
结课时间可以延缓一些以便适应真正的情况，然后内容再丰富些，开课时间就无需延后。,1
一直很期待有一个Python版的数据结构与算法。因为相对比较熟的语言就是Python。但之前用Python主要都是做数据分析，调个pandas就行了。现在感觉如果要做数学建模，解决一些问题，DSA成了一个越不过去的坎。所以就开始自学算法，但发现大部分资源都是C，目前也就是看了看算法图解，也没有动力去敲代码。现在可以跟着mooc一起学习，老师的课程设置也很好，把理论和实践结合起来，真的太好了！,1
感觉好难啊,0
很符合科学的学习方式,1
内容丰富，通俗易懂,1
慕课里教授操作系统原理里面最帅，说话最好听，答疑最耐心，讲课最通俗易懂的老师！！！,1
佛性授课，佛性朗诵，佛性人生！,1
讲得很细致，很多自己比较模糊的，理解不透的算法、原理在听了陈老师的讲解后都清晰了。,1
推荐老师您去看看浙大的课，学习一下他们的教学方法。教学教学，要会教，学生才能学得更好不是吗？,0
积沙成塔，知识是慢慢积累的,1
总体而言不错，但是节奏真的是太快了，很吃力,0
此次学习让我在个别课程的学习上有了很大的提升,1
老师讲的很好，练习题也很到位,1
很好，就是有时候字幕与讲解对不上，但还是很好,1
老师讲解思路很清晰，又没有多余的废话虚话，很多代码的思路都让人拍案叫绝！,1
讲的生动有趣,1
让我对计算机有了一个具体的了解，感谢老师。,1
浙大不亏是浙大，感谢浙大，感谢陈老师，感谢何老师,1
老师的课程讲解通俗易懂，是一门非常值得大家学习的课程,1
这门课程真心不错讲的浅显易懂很适合小白学习,1
非常好，太棒了,1
老师讲的巨好，真的，其实之前学过操作系统，但是没有兴趣，属于只知道操作系统这四个字的那种，但是通过老师的讲解让我对操作系统有了进一步的认识，而且还唤醒了我对计算机的兴趣。真的，选择一个好的老师很重要，课程中老师没有讲概念，不过我觉得把这个架构缕清楚，再补概念不难，谢谢老师。,1
讲解清晰，声音甜美，并且以我们易懂的方式讲解。,1
老师能不能把第二次开课不要那么早关闭，这样就可以不用等着更新后面的视频啦。,0
老师讲的太棒了！,1
增加知识量储备！使我看到了一方新的天地！,1
知识易懂，非常好学,1
棒棒棒棒哒！,1
学到很多了,1
非常好的一门课程，学习后对linux更加了解了，为搭建服务器做好了准备。,1
学习效果明显,1
太喜欢了啊,1
陈仲民老师的课讲的非常好，使我受益匪浅,1
挺好的，讲的听清楚的,1
很好，能让人理解,1
课程内容很全面，整体结构安排很合理，很适合初学者学习，能学到很多知识,1
很好，很受启发,1
深入浅出，形象生动。,1
讲解透彻，知识点易理解，相对于其他枯燥的课程，该课程让我十分喜欢,1
深入浅出，讲解到位，例子生动，实在佩服老师的学术水平和讲课水准，课堂引人入胜，让人收益匪浅，实在感谢！望继续做好这门课，惠及更多学生,1
获得了很好的体验,1
没想到老师讲的这么好！逻辑相当清晰，语言流利简洁！佩服！受益匪浅！感谢！,1
非常感谢网易，感谢中国慕课这个平台，让我对计算机以及编程有了一个质的飞跃，这里面的老师的讲解都很严谨，细致。最后，想说一句，老师们，你们辛苦了。,1
课程设计非常好，老师上课认真，讲课思路清晰，学习过程很友好，老师有问必答，非常推荐学习,1
"好喜欢陈越老师,简直是女神",1
课程做的非常棒，很喜欢陈越老师！,1
非常棒，很不错,1
言简意赅，通俗易懂。,1
MOOC上面的课程就数浙江大学最用心了，点赞,1
课程还是可以的，只是老师讲课声音抑扬顿挫，忽高忽低，低的时候有些听不清。,0
念PPT一样，例子少，有些概念不好理解,0
感觉授课环境有点昏暗啊，老师辛苦了,0
讲得很详细，而且老师还引导学生思考，非常不错的课程,1
不知道为什么念ppt也能成为精品课程,0
苏老师yyds,1
有利于理解操作系统,1
非常利于学习,1
不错，学的还行,1
太好了这教程,1
很好。由浅入深,1
没有提供相关习题以供练习,1
内容讲解细致，但是老师的讲解比较生硬。,1
"老师课讲的很不错,对于操作系统的讲解由浅入深,系统全面,对自己课下复习巩固操作系统的知识很有帮助.",1
2位老师都讲得非常清楚,1
老师备课认真，上课内容详实,1
耿国华老师讲得特别棒,1
讲的非常详细，学到了许多知识。,1
讲得很不错。,1
目前MOOC上操作系统最佳，但从第二章开始清晰度就下降了，而且视频左侧的目录占了太大面积，同时还导致主体画面收窄，使老师看起来纵向拉伸了，让我看着有点难受。。。建议取消视频左侧的导航目录，太鸡肋了,0
庄老师讲的真的是非常棒，五星好评！,1
老师讲的清晰清楚，讲出重点，很有思路，能很快的理解，能下手的很快，很赞。,1
太棒了吧。。,1
喜欢很好继续,1
教学质量很好,1
对我很有帮助,1
很好的课哦，好好学习专业课吧,1
挺好的，非常版，易懂,1
学习到了很多知识,1
非常棒！,1
感觉收获颇多,1
陈老师讲的很棒,1
学习内容丰富，老师知识讲解深刻到位。,1
非常之很好,1
超级nice,1
非常失望，在北大遇到的最差的一门课，不和CMU的ICS比，也建议主管老师和计概程设团队多交流交流,0
时间限制太短了,0
老师说的东西都很好，我也很喜欢听，非常棒,1
收获到了很多之前在学校的时候没有认真听所以来到慕课复习一下,1
计算机操作系统是一门计算机基础课程，通过老师的讲解，使我对计算机硬件和软件的知识有了进一步的了解，帮助自己更好的学习和使用计算机技术。,1
棒棒哒，支持老师，有问必答，不厌其烦的讲解,1
讲的都是干货,1
讲得太棒了，对自己帮助很大,1
nb祈祷，真滴强,1
简单易懂，学习无压力,1
挺好的课程,1
课件内容不错，动画演示通俗易懂！,1
有点难，但是还不错,1
课程讲解的非常清楚，值得学习哦！,1
收获满满，非常感谢！,1
好多大学没有围墙,1
课程详细，老师讲课认真生动，很好哦，赞。,1
老师讲课调理性较好，准备充分,1
就是内容有点少，再慢点,1
内容讲得容易易懂,1
除了看不懂其他都特别好。好喜欢这个老师。好的我看上五遍先吧。,1
本校研究生，本科没上这门课，现在要用了来补，1.5倍速学起来也非常的轻松，几位老师水平很高，化繁为简，可以说是不可多得的好课,1
"课程质量很好，讲解的很清楚，对于据数结构这种比较难而且很重要的课程，最好利用这些课程对学过的知识加以巩固，从算法结构中的时间与空间分析与各种算法的学习，能更深刻的了解自己的所学。老师讲课的干货很多，学习之后受益匪浅,相信在之后的学习中数据结构和算法这门课程能取得很好的成绩。",1
确实是实战，不是无聊的讲概念,1
狠狠地补习了一把树和图，非常有帮助,1
内容讲解的很详尽，课程案例也十分充实，不会显得很空洞，易于初学者的学习。,1
期待开课，我一定好好学！,1
课程安排的很好，老师讲的很用心,1
课程讲解内容简单易懂，适合初学者，而且能利用生活中的一些常见例子来说清楚一些不宜懂的理论，非常适合新手,1
超级可以，很棒,1
没有线下的效果好,0
就这还国家精品呢，无论从内容还是制作看都是在敷衍了事，代码部分简单掠过，还真就避重就轻走走形式。建议真想提升的同学看到立马绕道，纯粹浪费时间,0
说实话真的一般,0
这个课程让我认识到计算机操作系统的深度，老师讲的超级好，给个赞,1
视频讲解很到位,1
讲的特别仔细，适合学生,1
非常好，老师讲的很详细，我有很大收获,1
老师讲解得比较基础和细致，很好。,1
学习胡平老师的数据结构课程，让我一个计算机小白成功入门，对数据，图，树，队列，表，栈，数组，指针以及c的语法获得的深入的认识，为我计算机二级的备考奠定的牢固的基础，是上乘的课程。,1
给我可以预习复习教学内容,1
老师您辛苦了,1
挺好的啊。,1
李培锋和吕强老师讲的很好，很喜欢很动人,1
老师超级好，课程本身也超级好,1
非常好用，用于学习,1
老师讲的非常棒,1
最好的数据结构。,1
这软件真好,1
特别好真的挺好的,1
老师非常上心，讲的非常棒,1
课程相当不错，学习群的氛围也很好，适合零基础上手linux，强势安利一波,1
我觉得好的,1
浅显易懂，循序渐进，结构清晰！,1
很喜欢课程的内容,1
这是我听过的最好的数据结构课程了,1
老师很细心，知识内容很广,1
我没觉得有多生动，一般般吧，但老师也蛮辛苦的,0
很详细，容易学习,1
里面的代码什么的教学很好，知识点的普及让我受益匪浅,1
非常有收获。,1
老师们都很仔细,1
讲得很清楚，很详细超级棒，很适合入门,1
我们的生活方式是,1
对着ppt念还卡顿,0
这个是我目前找到的最好的操作系统了不知道为啥还有给0星的,1
非常不错的课程,1
内容丰富整体不错，如果老师能够将每节课课后问题在后一节课开头公布一下答案就好了,1
这个老师有意思,1
太棒啦太棒啦,1
觉得收获满满,1
老师真的讲得很好,1
超级喜欢陈越老师！,1
老师授课水平很高，全面细节地讲解了每节知识点，帮我们复习了课上学习的内容，谢谢你们。,1
整体不错，就是讲的比较粗略,1
内容很丰富，费肝,1
很棒，知识面很全,1
授课真的是太好了，强推,1
各位老师教的是真的棒，非常的棒，非常非常的棒！,1
课程内容很清晰,1
老师讲的水平很高，讲的很透彻，我很喜欢这门课程，喜欢老师的上课方式，能让我更好的学习。,1
确实不错，很贴合课程内容,1
好的大学没有围墙,1
老师很优秀，讲解生动详细！,1
讲的可以，能听得懂。,1
可以考虑添加一下字幕,0
很实在的课程内容，很实在的老师！实在，实用！,1
王春梅老师上课讲解的非常认真,1
喜欢，感觉很有层次,1
一门能够让你从零基础学会的课程,1
测验题很丰富,1
更完整的理解了老师上课讲的知识,1
方便了我在工作的同时提升了学历，课程讲解易于接受，丰富了我的知识。,1
老师说的特别棒！,1
下次课什么时候？,0
非常好的视频，在书中没有完全理解的数据结构和ADT在这里得到了进一步的理解。感谢陈老师。,1
课程非常棒，讲授的内容也很好,1
真的太棒了耶！,1
老师很专业，推荐大家学习！,1
教学不死板，很好。,1
老师讲的太赞了！,1
多点例子就好了,1
非常好，收获很大,1
老师讲的课程通俗易懂，条理清晰。很棒,1
不错，受益匪浅,1
太卡了，bibi上播放视频方便多了,0
老师讲的好棒！,1
本学期北大老师来给我们上数据结构课，与本校老师上课的节奏和方式还是有很大区别的。虽然学习任务也很繁重，难度很大，但是同时，收获也很多。在平时的上机作业中，我的编程能力也得到了大幅度的提高，本课程对我来说还是很有意义的。,1
内容讲的很好,1
非常不错，在这里圆了自己上北大的梦。学到的东西对自己十分的有用。听完课后，课后的测验和作业做起来比较的吃力，还需要继续努力。,1
讲解的十分详细,1
很适合初学者，讲的有点细，挺到位的,1
老师的教学生动有趣，作为学生的我感到很舒服。我为老师点赞。,1
习题超用心啊，提示了哪些是“一定要做”哪些是有难度的，能根据自己的水平尽力而为，（不会因为题太难了打击积极性）,1
这个老师特别讲的特别认真，PPT干净简洁，而且内容充实。魏老师点赞！,1
有趣的老师。,1
张铭老师讲课实在是太菜了。举个例子《外排序》：第一页，“外排序是对磁盘（文件）进行排序”。什么叫对文件排序？是把文件按大小排序？还是按文件名排序？事实上都错了，她的意思是某一个文件的内容进行排序。可文件不就是一个很长的二进制串么？对一个二进制串咋排序？把1都放左边把0都放右边？都错了，她的意思是对一个记录型文件里面记录排序。“形成一个尽可能长的初始顺串”。尽可能长是什么意思？文件是多长就是多长，4KB就是4KB，还能尽可能长？,0
虽然知识点比较深，但是老师讲的深入浅出，很好。,1
不怎么样真心,0
老师讲得很好啊！比我们自己学校的老师清楚多了,1
课程内容丰富，老师对每个内容的讲解清晰，很值得学习。,1
这个课程太棒了，就是我要的那种。,1
讲得很详细，很通俗易懂，很有启发,1
老师讲的非常好，希望自己可以坚持学下去，作为一个计算机小白，愿意付出自己的时间和精力，在这件事情上有所斩获！,1
老师讲的深入浅出，希望能通过西北大学的复试,1
课程内容全面、安排合理，让我获益匪浅。老师授课风趣幽默、深入显出，令我大受启迪。,1
内容很充实，老师很负责，举得例子具有代表意义。,1
非常好好好好,1
非常有用！,1
对学习非常的棒,1
老师的水平很高，讲的很细致和直白，例子也十分的形象,1
太强了，老师真的在用心教我们知识，这位老师是真真正正的希望我们能够学得真本事，绝非应付考试的程度，理论和实践相结合，拒绝纸上谈兵，当我们入社会能够真正的有一身本领。,1
讲的很细，例子多，而且详略得当,1
不错可以的,1
老师超好，课程内容很好，学的东西非常多,1
每次都会忘记互评，如果可以系统设置提醒功能就好了～,1
谢谢老师&XMU,1
没有平板上的app差评,0
老师很棒，双击666,1
很好，老师讲的特别仔细，通俗易懂,1
为什么不执行我的代码,0
很喜欢操作系统这门课,1
虽然没开课，但我一直很期待要一个python版的数据结构和算法，还是陈教授的，肯定很赞！,1
老师教学内容环环相扣，连接十分紧凑，由浅入深，便于更好的学习,1
很受益的一门数据课,1
课程安排好,1
感觉逃避难点,0
还可以吧。,1
学的感受很深因为涉及到自己的发展方向的原因所以会努力的学没有linux基础的自己可以慢慢地听懂能够有实验操作讲解很感动,1
学习热情高涨,1
操作原理这门课我在本科的时候已经上过，但是因为这门课实涉及的知识多且重要，又来到MOOC上在学习一下~苏老师的课让我觉得思路清晰，课程中举例恰当，部分与部分之间衔接科学、过渡自然。教学内容具有时效性，总之我会继续跟着这位老师学习完这门课的！,1
学到了很多新知识,1
课程插音乐是什么目的？！,0
老师很认真负责,1
很烂的课，内容肤浅，就是念PPT,0
课程组织很好，孙教授讲解的也非常清新,1
使我对线程之间的运作有了更加深刻的了解。,1
讲得十分详细，非常适合小白作为数据结构入门的课程。,1
科目很棒学到了很多,1
很好，对知识点了解很透彻,1
非常好，讲的详细,1
老师讲得特别清楚，条理清晰，逻辑严密。,1
非常好,1
本课程很好,1
这个课录的太烂了讲的那么快，很多地方也没有讲清楚，前后有衔接代码也是分开来给你默认你记得前面写的什么东西，垃圾死了浙大录的好多了,0
老师讲的很好666666,1
哎哟，不错哟！,1
真的是太好了,1
henhao我非常喜欢！！,1
老师把我们当作刷单的？？上课还不够？是自己讲得不好，还是闲着没事做，吸引不了其他学校的学生？让自己的学校的学生在上一遍课？？？？给他刷流量？？？,0
特别好，超级棒。,1
巩固上课学的内容,1
老师讲的好，非常清晰，收获很多,1
提升了电脑操作系统知识,1
很好，没什么意见,1
像是念ppt,0
收获特别多。,1
太全面了，期末考试冲呀！,1
看完视频还显示没有看完的标志,0
啥也不说了，lizhijun牛逼（破音）！！！！,1
孙英华老师的视频公开课很好，知识点讲的很透彻，学习后很有收获。,1
老师讲的很nice,1
可以说是简单易懂，老师很耐心。,1
一个字，非常好！两个字，非常优秀！,1
我觉得受益匪浅，很喜欢老师的讲课方式，我会和老师好好学习的,1
讲得很好生动有趣,1
清晰易懂特别好,1
这门课老师教的很好，,1
"好,很棒,很有收获!",1
刚开始学，讲的挺好的。,1
很好赞赞赞,1
"for(inti=0;i<10000;i)printf(""姥姥YYDS！\n"")",1
陈越姥姥讲的超级好何老师讲的也很好,1
非常非常好！,1
非常好讲的很好,1
如果能在指定签到范围签到就好了,1
学得我彻底失去信心希望老师对于上机实操安排更详细的讲解,0
姥姥很棒诶！就是编程对初学者还是有点头大,1
在网易云课堂看了几门课了，这个老师的讲课我看了第一集就非常喜欢，李治军老师讲的真心不错，还有战德臣老师的课也非常喜欢。也很喜欢网易云课堂给出的课程列表，对自学计算机的人很有帮助！免费公开课，给我们提供了一个非常好的学习平台，感谢各位老师各位平台各位幕后的工作人员！谢谢！,1
老师讲的很好，要是再详细一些会更好,1
学到很多新的知识,1
讲的太好了，看的出老师的用心和水平，不愧是哈工大,1
这个老师真的讲的超级棒，就算C学的不是很好，也完全可以听懂，非常适合自学。,1
跟着课程可以宏观上了解操作系统，想要进一步需要自己仔细地去看书。。。,1
讲得好，国家精品课果然好,1
学到了好多,1
不错讲的题型很不错详细老师讲课有激情听着逻辑也清楚赞对我零基础来说很有帮助,1
这个课程比较基础，老师讲的也挺好的！,1
讲的很清晰，挺好的,1
课程很好，学到很多,1
从视频中复习了许多遗忘的知识点,1
课程内容非常丰富，普及非常广泛,1
老师非常耐心，学习到了有用的知识。,1
讲的是个啥呀。老师真心业余,0
内容就是知识点的简单罗列,0
超爱,1
基本满意，但是有一点照的ppt念的感觉。,1
就是说good,1
确实是一门不错的课程，值得学习,1
课程很有帮助,1
很受益，孙老师讲的很清楚，细致，听得很明白，谢谢孙老师，谢谢你们的慕课制作,1
mooc平台上设计的最好的课之一了吧，学的很充实,1
感觉挺不错,1
非常好用。,1
挺好的，希望越来越给力,1
正式课程老师教授条理清晰还有课后作业趁热打铁不错,1
很好就是练习题没详细答案甚至没有,0
老师特别好,1
老师讲的很好！而且有作业可以督促学习！,1
很不错，操作性很强,1
课件简洁思路清晰,1
挺不错的课,1
有些还是讲得挺清楚的,1
非常好，对我很有帮助,1
很好的课，直接五星好评,1
没有什么感觉,0
老师讲解十分细致,1
边看陈老师的python边看数据结构,1
老师讲的真的清楚,1
很丰富可以了解到很多知识,1
真的非常有帮助,1
课程比较精简，但知识点都涉及到了，用来预习绰绰有余！,1
课程设置很合理，老师也很用心讲授，让我们理解知识变得很容易强推此课程,1
很好非常棒很赞,1
好有自信的老师，讲得很不错的！,1
操作系统原理及应用课程内容详细，条理清晰，老师授课认真细致，非常非常非常好~,1
什么时候可以开课,1
haobang好棒,1
谢谢老师们的分享,1
讲得很清楚，图文并茂，不是理论、概念的堆叠，强力推荐大家！,1
"老师讲课很有意思,很有互动性.完全不像别的那样照本宣科.有的老师就是照着书本读",1
孙老师的课程深入浅出，非常好，非常值得学习！,1
知识点很棒!!,1
非常好，非常有用,1
哇，超出预期了,1
可以很棒，很多模糊的理解都清晰了起来,1
课很好，可以反复看，很方便，但是评分的时候，形式主义害死人啊,1
好课，真的很好爱你,1
几位老师都讲的很用心，内容特别丰富，赞赞赞,1
我觉得老师讲的很有水平，课程设计的很全面,1
老师讲的好好哦。棒棒哒,1
知识点讲得非常细致透彻。,1
老师非常负责,1
非常好的数据结构课程，之前c语言也是跟着翁凯老师走的，前几次课都没能坚持下来，这次暑假一定要认认真真学完！感谢浙大能在暑假也开放课程，感谢数据结构几位老师的讲课！,1
很好，授课很好,1
课程本身内容涵盖比较广泛，相比现实中的课程教学，要求过高，体现在两个方面：1.一般学习数据结构这部分内容的学生都是在修完一门“高级程序设计”（即C语言语法介绍）课程后去学习这门课程，但课程中附带的题目已经假设学习者的代码能力已经不会构成其实现学到的数据结构和算法的障碍。现实情况恰恰相反。2.知识与习题的相关性还是不够。这点可以学习leetcode的题目，一道题目尽可能压缩与相关算法和数据结构无关的知识，尽量突出考察的算法。但这门课附带的一些PAT题目...更多,1
学习使我快乐,1
看了很好，很有收获,1
比那些课程好太多了，大多数老师只会念PPT,1
学到了学到了,1
通过对教材的深入讲解，取得了良好的教学效果。颜老师能够将各种教学方法结合起来，使学生更深入地掌握知识之道。教学内容突出，教学目的明确，教师具有极高的专业技能。教学方法新颖独特，能调动学生的兴趣。教师重视互动，课堂学习气氛轻松愉快，真正达到了教学目标和要求。,1
讲的很好，易懂、清晰。,1
老师教的很好，受益匪浅。,1
课程内容丰富，学到了很多知识,1
听了几节课，主要是做题。感觉姥姥讲的特别厉害，深入浅出，很难的也能理解。,1
老师讲的非常好，容易懂,1
讲的很详细，能够听懂,1
good course,1
好厉害棒极了,1
课程由浅入深，讲解的十分清晰，受益匪浅！,1
是讲的非常棒的课程啊，内容很实用，深入浅出。超喜欢周老师的讲课风格,1
讲课吸引人，我点赞,1
我学习的非常认真！,1
小白专场特别好！,1
超出预期了，很好,1
很好对我非常有帮助,1
很好的一个app平台,1
老师很man，不像很多男老师一样那么娘。讲的也很好，很有正能量，力荐！！！,1
期待未来课程。目前学到了很多。感谢老师们,1
课程内容组织合理，教师讲授原理清楚、很受益,1
5星献给李治军老师的教学态度，扣一星是基于传统学院派教学本身的局限性，想要学习一门课程，靠这种传统的教学肯定是不够的，课时压缩，知识零散，无法构成全面清晰的知识体系。,1
其它学校的公开课都没有咋听懂，这个理解了不少,1
全面详细系统的讲解,1
蒲老师讲课有活力、思维缜密。她讲课由浅及深，有理有据，很有意思。跟随她的步伐，人就觉得操作系统这门课不再那么枯燥了。,1
老师讲的很棒，很全面，有广度，对于重要内容也有深度,1
期末就靠各位老师了！！,1
挺好的课，老师也很认真,1
挺好的超级好,1
积极是这样,1
看完概率论，再来看数据结构，老师们讲的真的！！!,1
太棒了，老师讲的太棒了。,1
理论性太强，很容易忘,0
课程特别棒,1
喜欢孔芳老师,1
课程讲解很深刻，学习效果很好,1
讲的好棒呀~,1
觉得老师对知识的阐述十分精确且易于理解,1
感觉老师讲的比较到位，挺容易懂的,1
虽然还没有开始学习多少内容，但是通关前几章的学习让我很好地了解到了数据结构这门课的大致内容及其课程架构，老师的讲解也很详尽，在上完课看完书后再进行一次视频的学习令人受益匪浅。,1
内容非常棒，对我帮助很大,1
学习模式挺不错的,1
条理清晰，很好的课,1
这练习题什么鬼啊？讲课加减乘除，习题造航母?,0
好，很好，非常好，PPT做的好上加好,1
太感谢了，这门操作系统讲得非常清晰，尤其是信号量那里一直觉得找不到规律，啊老师真是厉害一下子就讲明白了。非常想考研去南大了,1
感觉真的很不错用来复习数据结构的感谢,1
老师课堂讲课内容，都是总结好精炼的,1
很好用推荐,1
讲得非常详细，课程很好，就是老师电子证书什么时候能够看到，我现在有急用,0
可以，非常可以,1
老师讲课很棒很清晰！,1
非常棒，感谢,1
老师讲课内容翔实，生动形象，我通过课程的学习学会了很多知识，对我很有帮助。,1
讲的很好，习题很难，还给了很多代码对学习很有帮助，算是所有数据结构课中最硬核的了,1
老师讲的很细致课件内容简单易懂,1
虽然还没学完，但是课程内容是真的非常优质。强烈推荐,1
老师讲的很好，可惜自己最后几个礼拜才加入课程，希望老师下次继续开课。,1
照着ppt念很是难听懂，无聊枯燥，而且转页太快，,0
课程内容还可以再丰富一点，能够学到更多的不知道的系统应用知识。课后练习有时跳跃性大，是课上涉及不到的内容。,1
骆老师讲得很好！谢谢！,1
老师讲解的非常细致,1
很棒，学到了很多,1
老师由浅入深，同一个知识点也会翻来覆去地讲，这样很有助于初学者理解！谢谢老师！,1
条理清晰，结构严谨，利于自己巩固学习,1
学习了很多操作系统的知识，了解更多了。,1
推荐学习使用这个,1
信号量比喻成留纸条真是太有意思了,1
授课方式新颖,1
真不绰，老师的课上的真不绰,1
老师讲的很好！比较深入，有一定难度,1
啥都没有，视频啊文件啊啥都没有,0
收获了很多的知识,1
还不错嘿嘿嘿,1
老师讲得很不错，能学到很多知识。,1
很好，在这个学习过程中我学到了很多东西，很充实老师讲得也很可以。,1
李晓红老师只会读PPT还读得贼快,0
看了一会，只是找个活人帮忙念PPT而已，实在难以听进去。,0
老师讲解的很细致，对我的学习很有帮助,1
还可以,1
完美的课程，老师们讲的很好,1
肖老师讲的很好理解，非常感谢！,0
挺充实的,1
老师讲的很细致，课程结构比较好，对于学生问题及时处理,1
很好，老师的普通话很标准。,1
老师说的课很好,1
蒲老师讲的太好了，目标明确，条理清晰，通俗易懂，太爱了。,1
确实超出预期，每个概念都有相应的解释与引伸，没有对概念枯燥的复述，学习的时候很容易吸收老师所讲的内容，很感谢！,1
非常好，不错,1
初步了解了数据结构，就是时间和空间的复杂度不是很懂,0
老师讲课超nice，深入浅出,1
简明易懂，比自己看效果好很多。,1
老师比较年轻，还没有很好的教学经验，在我所看到的部分基本都是在读PPT，很少加入自己的理解和举例说明，还有就是全程伴随的BGM真的很影响听课（感觉比老师讲话声差不多大声了）有待改进和提高哟！,0
课程内容合适,1
赞！老师讲的很好！,1
老师讲的非常棒，很喜欢老师讲课风格，这门课学的很棒,1
可以大致复习一遍数据结构，但部分章节的内容讲解不够深入,0
蒲老师是我大学三年所听的网课里面讲课最清楚、最引人入胜、最带动氛围的老师！这种课堂录制的网课太棒了，在疫情期间能够把我带回课堂，而不是很多网课那样念PPT。,1
建议看爱课程上面的这个老师讲的，那上面的比这个讲得更详细更好，很适合初学者。另外建议用其它的书作为教材，推荐教材看得我。虐心,1
体验感很差,0
有很大收获，要坚持,1
还是课堂实录讲得清楚,1
深入浅出，对操作系统的理解又深了一层，值得收藏的好课程。,1
刚听的体会，内容紧密，没有多余，条理清晰,1
老师总结精简明练，通俗易懂,1
很详细，很棒,1
学到了很多上课没注意到的细小知识。,1
狠好我喜欢再多开点课时,1
可以让我们在学习一遍，巩固一下知识,1
内容丰富易懂,1
老师讲的很透彻，视频竟然有字幕，可见老师后期工作下了很大功夫。蒲老师真的很厉害，由于时间原因，最后一章没有学，但也在学校期末考试中考了85分，这个课程真的很好。,1
谢谢老师，辛苦了,1
内容紧凑，思路清晰,1
老师非常负责任,1
很棒的老师，很棒的授课。虽然这是门打基础的课程，但如果能介绍点这门课与时下流行课程的关系就更好了。,0
讲课内容很详细，清晰易懂,1
话都说不标准，上什么课呀，呜里哇啦的,0
讲的真好啊,1
该门课程覆盖了操作系统的基本知识，讲的很不错。为之后深入学习操作系统以及进行操作系统编程打下了一定基础。,1
收获颇多，知识点很丰富！,1
老师讲解的很棒,1
考不上电子科大的计算机系，我也要学电子科大的课）,1
真的很可以,1
浙江大学很棒！,1
讲的非常，课件也很全面。,1
课讲的很好，通俗易懂,1
感觉还可以,1
背景声音好飘,0
就是有点难,0
李志民老师讲的特别好，我学到很多东西,1
听了本套课程对操作系统有了大体的了解，感谢老师的付出。对课程提出一点建议：希望在下期课程中能丰富细节知识，让课程更上一个水平。,1
网上学习有很大的好处,1
内容深入浅出，讲解通俗易懂，自学很顺畅。,1
不错！,1
看到陈越姥姥微博安利过来的，大四生再来听一次,1
很好的课程，可以走出课堂，学到更多优质的教学资源，感谢,1
内容丰富，老师讲的通俗易懂，也我对数据结构有了更加深入的理解,1
老师的英语该好好学学，其他都挺好。,1
这么课很好，我学会了很多东西，感谢老师,1
数据结构作为统计学专业的方向课程，不仅能够提高我的计算机素养，而且还能够激发我的学习兴趣。,1
非常好啊真的好,1
形式很多样啊,1
很好但是很难,0
啊，互评5份有点小烦...,0
讲的非常的好,1
逻辑很清晰，课程非常易懂,1
很帮棒的数据结构课程,1
银行家算法没有讲解，调度算法没有讲多个例子，只是讲一些。毕竟要期末考试的。,0
学到了很多Linux命令应用模式和基础知识,1
讲的特别好，以前听不懂链表，一听周强老师的例子就明白了。,1
好很有帮助,1
学这门课之前有没有什么前置课程啊,0
真的很受用,1
很好很好一,1
非常好学到东西,1
给一个非科班的学生提供了非常优质的教材，感谢两位老师辛苦了,1
老师人非常好，传授课程详细认真，受益匪浅,1
讲解清晰，概念清楚，能快速理解各种算法,1
非常好666,1
我也是B站来的，在看王卓老师的课，想谢谢代码,1
这是很好的入门课程！特别是老师手把手教安装Linux操作系统，讲解非常清楚。课程内容基本都是讲解操作演示，还有章节习题巩固。报名这门课的人数就说明了一切！感谢老师们的付出！如果后边能开设含有shell程序设计、基于Linux的C语言编程等内容就更完备了！,1
讲解的很详细,1
可任意学习,1
特别特别好,1
老师讲的简洁明了，适合入门,1
照着度读，讲不清楚,0
很好方便快捷简单易懂,1
非常棒，简单易懂,1
实战非常有用东西很全,1
没有哔哩哔哩讲的好,0
教师讲得很好,1
宇宙无敌课程,1
很清晰，明朗，有条理,1
讲得真好！谢谢老师！,1
自讲自评，希望这门课给大家带来良好的学习体验，希望大家能在这门课上学到一些东西。,1
老师讲课十分吸引人，喜欢,1
